LECROYWR640Zi,60050,Histogram
Segments,1,SegmentSize,5000
Segment,TrigTime,TimeSinceSegment1
#1,09-Nov-2017 17:25:19,0                 
Time,Ampl
-1.573e-008,46
-1.572e-008,32
-1.571e-008,44
-1.57e-008,36
-1.569e-008,31
-1.568e-008,49
-1.567e-008,44
-1.566e-008,42
-1.565e-008,37
-1.564e-008,46
-1.563e-008,43
-1.562e-008,53
-1.561e-008,55
-1.56e-008,52
-1.559e-008,53
-1.558e-008,54
-1.557e-008,53
-1.556e-008,59
-1.555e-008,46
-1.554e-008,56
-1.553e-008,75
-1.552e-008,61
-1.551e-008,70
-1.55e-008,73
-1.549e-008,57
-1.548e-008,65
-1.547e-008,74
-1.546e-008,80
-1.545e-008,85
-1.544e-008,83
-1.543e-008,84
-1.542e-008,85
-1.541e-008,87
-1.54e-008,74
-1.539e-008,104
-1.538e-008,98
-1.537e-008,113
-1.536e-008,104
-1.535e-008,84
-1.534e-008,101
-1.533e-008,99
-1.532e-008,113
-1.531e-008,105
-1.53e-008,129
-1.529e-008,142
-1.528e-008,137
-1.527e-008,138
-1.526e-008,157
-1.525e-008,124
-1.524e-008,140
-1.523e-008,141
-1.522e-008,167
-1.521e-008,171
-1.52e-008,174
-1.519e-008,192
-1.518e-008,174
-1.517e-008,203
-1.516e-008,188
-1.515e-008,202
-1.514e-008,187
-1.513e-008,221
-1.512e-008,240
-1.511e-008,214
-1.51e-008,247
-1.509e-008,220
-1.508e-008,272
-1.507e-008,274
-1.506e-008,237
-1.505e-008,305
-1.504e-008,268
-1.503e-008,305
-1.502e-008,309
-1.501e-008,306
-1.5e-008,337
-1.499e-008,346
-1.498e-008,346
-1.497e-008,369
-1.496e-008,375
-1.495e-008,410
-1.494e-008,448
-1.493e-008,415
-1.492e-008,448
-1.491e-008,447
-1.49e-008,489
-1.489e-008,488
-1.488e-008,493
-1.487e-008,516
-1.486e-008,530
-1.485e-008,603
-1.484e-008,593
-1.483e-008,644
-1.482e-008,618
-1.481e-008,652
-1.48e-008,666
-1.479e-008,600
-1.478e-008,705
-1.477e-008,769
-1.476e-008,761
-1.475e-008,817
-1.474e-008,837
-1.473e-008,870
-1.472e-008,841
-1.471e-008,929
-1.47e-008,990
-1.469e-008,998
-1.468e-008,1028
-1.467e-008,1064
-1.466e-008,1140
-1.465e-008,1129
-1.464e-008,1190
-1.463e-008,1298
-1.462e-008,1267
-1.461e-008,1373
-1.46e-008,1452
-1.459e-008,1424
-1.458e-008,1557
-1.457e-008,1648
-1.456e-008,1613
-1.455e-008,1622
-1.454e-008,1799
-1.453e-008,1847
-1.452e-008,2027
-1.451e-008,2035
-1.45e-008,2100
-1.449e-008,2226
-1.448e-008,2227
-1.447e-008,2335
-1.446e-008,2397
-1.445e-008,2537
-1.444e-008,2664
-1.443e-008,2780
-1.442e-008,2899
-1.441e-008,2939
-1.44e-008,3064
-1.439e-008,3247
-1.438e-008,3505
-1.437e-008,3762
-1.436e-008,3888
-1.435e-008,4133
-1.434e-008,4160
-1.433e-008,4327
-1.432e-008,4416
-1.431e-008,4859
-1.43e-008,4923
-1.429e-008,5345
-1.428e-008,5396
-1.427e-008,6022
-1.426e-008,6537
-1.425e-008,7108
-1.424e-008,7734
-1.423e-008,8490
-1.422e-008,9706
-1.421e-008,11080
-1.42e-008,13923
-1.419e-008,19068
-1.418e-008,27477
-1.417e-008,37047
-1.416e-008,41295
-1.415e-008,35411
-1.414e-008,23871
-1.413e-008,15211
-1.412e-008,10657
-1.411e-008,8721
-1.41e-008,7585
-1.409e-008,7108
-1.408e-008,6618
-1.407e-008,6051
-1.406e-008,5597
-1.405e-008,5311
