LECROYWaveRunnerøP,20728,Histogram
Segments,1,SegmentSize,5000
Segment,TrigTime,TimeSinceSegment1
#1,26-May-2017 07:59:42,0                 
Time,Ampl
-3.875e-008,748
-3.874e-008,721
-3.873e-008,745
-3.872e-008,743
-3.871e-008,735
-3.87e-008,705
-3.869e-008,774
-3.868e-008,693
-3.867e-008,749
-3.866e-008,744
-3.865e-008,749
-3.864e-008,747
-3.863e-008,683
-3.862e-008,760
-3.861e-008,734
-3.86e-008,735
-3.859e-008,760
-3.858e-008,742
-3.857e-008,730
-3.856e-008,753
-3.855e-008,741
-3.854e-008,754
-3.853e-008,720
-3.852e-008,722
-3.851e-008,771
-3.85e-008,693
-3.849e-008,739
-3.848e-008,701
-3.847e-008,707
-3.846e-008,736
-3.845e-008,732
-3.844e-008,692
-3.843e-008,757
-3.842e-008,738
-3.841e-008,700
-3.84e-008,743
-3.839e-008,715
-3.838e-008,702
-3.837e-008,677
-3.836e-008,731
-3.835e-008,751
-3.834e-008,728
-3.833e-008,716
-3.832e-008,757
-3.831e-008,753
-3.83e-008,762
-3.829e-008,737
-3.828e-008,776
-3.827e-008,713
-3.826e-008,717
-3.825e-008,721
-3.824e-008,699
-3.823e-008,700
-3.822e-008,724
-3.821e-008,743
-3.82e-008,745
-3.819e-008,734
-3.818e-008,757
-3.817e-008,744
-3.816e-008,776
-3.815e-008,738
-3.814e-008,752
-3.813e-008,717
-3.812e-008,765
-3.811e-008,727
-3.81e-008,705
-3.809e-008,793
-3.808e-008,793
-3.807e-008,835
-3.806e-008,780
-3.805e-008,773
-3.804e-008,741
-3.803e-008,728
-3.802e-008,834
-3.801e-008,746
-3.8e-008,770
-3.799e-008,823
-3.798e-008,778
-3.797e-008,849
-3.796e-008,817
-3.795e-008,787
-3.794e-008,761
-3.793e-008,812
-3.792e-008,827
-3.791e-008,815
-3.79e-008,792
-3.789e-008,807
-3.788e-008,803
-3.787e-008,807
-3.786e-008,843
-3.785e-008,809
-3.784e-008,812
-3.783e-008,846
-3.782e-008,855
-3.781e-008,795
-3.78e-008,854
-3.779e-008,842
-3.778e-008,812
-3.777e-008,837
-3.776e-008,829
-3.775e-008,849
-3.774e-008,864
-3.773e-008,783
-3.772e-008,852
-3.771e-008,822
-3.77e-008,824
-3.769e-008,818
-3.768e-008,860
-3.767e-008,848
-3.766e-008,793
-3.765e-008,838
-3.764e-008,831
-3.763e-008,836
-3.762e-008,839
-3.761e-008,780
-3.76e-008,858
-3.759e-008,837
-3.758e-008,875
-3.757e-008,916
-3.756e-008,831
-3.755e-008,798
-3.754e-008,796
-3.753e-008,857
-3.752e-008,831
-3.751e-008,842
-3.75e-008,821
-3.749e-008,881
-3.748e-008,837
-3.747e-008,826
-3.746e-008,828
-3.745e-008,836
-3.744e-008,781
-3.743e-008,820
-3.742e-008,836
-3.741e-008,823
-3.74e-008,814
-3.739e-008,796
-3.738e-008,805
-3.737e-008,796
-3.736e-008,779
-3.735e-008,893
-3.734e-008,790
-3.733e-008,867
-3.732e-008,865
-3.731e-008,789
-3.73e-008,841
-3.729e-008,828
-3.728e-008,829
-3.727e-008,742
-3.726e-008,860
-3.725e-008,821
-3.724e-008,786
-3.723e-008,842
-3.722e-008,799
-3.721e-008,777
-3.72e-008,808
-3.719e-008,823
-3.718e-008,800
-3.717e-008,796
-3.716e-008,785
-3.715e-008,788
-3.714e-008,801
-3.713e-008,801
-3.712e-008,852
-3.711e-008,812
-3.71e-008,805
-3.709e-008,804
-3.708e-008,832
-3.707e-008,772
-3.706e-008,842
-3.705e-008,846
-3.704e-008,815
-3.703e-008,853
-3.702e-008,799
-3.701e-008,819
-3.7e-008,815
-3.699e-008,829
-3.698e-008,822
-3.697e-008,796
-3.696e-008,834
-3.695e-008,851
-3.694e-008,805
-3.693e-008,837
-3.692e-008,801
-3.691e-008,824
-3.69e-008,827
-3.689e-008,849
-3.688e-008,873
-3.687e-008,870
-3.686e-008,863
-3.685e-008,811
-3.684e-008,900
-3.683e-008,857
-3.682e-008,851
-3.681e-008,886
-3.68e-008,904
-3.679e-008,897
-3.678e-008,874
-3.677e-008,918
-3.676e-008,898
-3.675e-008,894
-3.674e-008,896
-3.673e-008,861
-3.672e-008,910
-3.671e-008,924
-3.67e-008,900
-3.669e-008,888
-3.668e-008,875
-3.667e-008,887
-3.666e-008,932
-3.665e-008,935
-3.664e-008,909
-3.663e-008,914
-3.662e-008,873
-3.661e-008,941
-3.66e-008,926
-3.659e-008,890
-3.658e-008,901
-3.657e-008,907
-3.656e-008,912
-3.655e-008,967
-3.654e-008,907
-3.653e-008,938
-3.652e-008,884
-3.651e-008,979
-3.65e-008,932
-3.649e-008,1029
-3.648e-008,921
-3.647e-008,1021
-3.646e-008,952
-3.645e-008,956
-3.644e-008,972
-3.643e-008,957
-3.642e-008,955
-3.641e-008,1029
-3.64e-008,921
-3.639e-008,951
-3.638e-008,938
-3.637e-008,984
-3.636e-008,944
-3.635e-008,995
-3.634e-008,1014
-3.633e-008,983
-3.632e-008,994
-3.631e-008,949
-3.63e-008,985
-3.629e-008,939
-3.628e-008,926
-3.627e-008,1030
-3.626e-008,945
-3.625e-008,945
-3.624e-008,961
-3.623e-008,967
-3.622e-008,990
-3.621e-008,1018
-3.62e-008,967
-3.619e-008,955
-3.618e-008,1001
-3.617e-008,913
-3.616e-008,976
-3.615e-008,974
-3.614e-008,948
-3.613e-008,984
-3.612e-008,911
-3.611e-008,956
-3.61e-008,953
-3.609e-008,963
-3.608e-008,959
-3.607e-008,946
-3.606e-008,955
-3.605e-008,935
-3.604e-008,931
-3.603e-008,947
-3.602e-008,999
-3.601e-008,1003
-3.6e-008,987
-3.599e-008,928
-3.598e-008,975
-3.597e-008,965
-3.596e-008,920
-3.595e-008,1002
-3.594e-008,956
-3.593e-008,987
-3.592e-008,903
-3.591e-008,941
-3.59e-008,905
-3.589e-008,942
-3.588e-008,900
-3.587e-008,976
-3.586e-008,892
-3.585e-008,957
-3.584e-008,956
-3.583e-008,957
-3.582e-008,903
-3.581e-008,966
-3.58e-008,946
-3.579e-008,915
-3.578e-008,975
-3.577e-008,964
-3.576e-008,972
-3.575e-008,981
-3.574e-008,995
-3.573e-008,993
-3.572e-008,936
-3.571e-008,994
-3.57e-008,965
-3.569e-008,912
-3.568e-008,941
-3.567e-008,970
-3.566e-008,1011
-3.565e-008,1015
-3.564e-008,931
-3.563e-008,1018
-3.562e-008,962
-3.561e-008,1024
-3.56e-008,1078
-3.559e-008,1002
-3.558e-008,999
-3.557e-008,946
-3.556e-008,1037
-3.555e-008,1001
-3.554e-008,1006
-3.553e-008,1042
-3.552e-008,1049
-3.551e-008,1047
-3.55e-008,1001
-3.549e-008,973
-3.548e-008,1068
-3.547e-008,1026
-3.546e-008,1109
-3.545e-008,1028
-3.544e-008,1057
-3.543e-008,1052
-3.542e-008,1070
-3.541e-008,1089
-3.54e-008,984
-3.539e-008,1065
-3.538e-008,1068
-3.537e-008,1072
-3.536e-008,1077
-3.535e-008,1057
-3.534e-008,1064
-3.533e-008,1082
-3.532e-008,1042
-3.531e-008,1037
-3.53e-008,1074
-3.529e-008,1067
-3.528e-008,1133
-3.527e-008,1103
-3.526e-008,1110
-3.525e-008,1047
-3.524e-008,1078
-3.523e-008,1091
-3.522e-008,1115
-3.521e-008,1119
-3.52e-008,1125
-3.519e-008,1081
-3.518e-008,1095
-3.517e-008,1069
-3.516e-008,1034
-3.515e-008,1145
-3.514e-008,1128
-3.513e-008,1130
-3.512e-008,1132
-3.511e-008,1116
-3.51e-008,1122
-3.509e-008,1110
-3.508e-008,1177
-3.507e-008,1112
-3.506e-008,1174
-3.505e-008,1165
-3.504e-008,1149
-3.503e-008,1074
-3.502e-008,1099
-3.501e-008,1136
-3.5e-008,1093
-3.499e-008,1103
-3.498e-008,1177
-3.497e-008,1149
-3.496e-008,1145
-3.495e-008,1106
-3.494e-008,1175
-3.493e-008,1167
-3.492e-008,1120
-3.491e-008,1089
-3.49e-008,1154
-3.489e-008,1110
-3.488e-008,1137
-3.487e-008,1132
-3.486e-008,1138
-3.485e-008,1126
-3.484e-008,1146
-3.483e-008,1107
-3.482e-008,1142
-3.481e-008,1114
-3.48e-008,1135
-3.479e-008,1152
-3.478e-008,1141
-3.477e-008,1117
-3.476e-008,1212
-3.475e-008,1143
-3.474e-008,1095
-3.473e-008,1178
-3.472e-008,1143
-3.471e-008,1171
-3.47e-008,1110
-3.469e-008,1118
-3.468e-008,1205
-3.467e-008,1174
-3.466e-008,1120
-3.465e-008,1190
-3.464e-008,1173
-3.463e-008,1117
-3.462e-008,1129
-3.461e-008,1171
-3.46e-008,1175
-3.459e-008,1186
-3.458e-008,1148
-3.457e-008,1164
-3.456e-008,1176
-3.455e-008,1134
-3.454e-008,1168
-3.453e-008,1154
-3.452e-008,1165
-3.451e-008,1207
-3.45e-008,1217
-3.449e-008,1161
-3.448e-008,1254
-3.447e-008,1168
-3.446e-008,1166
-3.445e-008,1206
-3.444e-008,1215
-3.443e-008,1253
-3.442e-008,1247
-3.441e-008,1124
-3.44e-008,1166
-3.439e-008,1211
-3.438e-008,1223
-3.437e-008,1143
-3.436e-008,1161
-3.435e-008,1179
-3.434e-008,1183
-3.433e-008,1205
-3.432e-008,1210
-3.431e-008,1248
-3.43e-008,1186
-3.429e-008,1163
-3.428e-008,1162
-3.427e-008,1195
-3.426e-008,1216
-3.425e-008,1269
-3.424e-008,1244
-3.423e-008,1155
-3.422e-008,1181
